start,end,survey_type,survey_id,survey_version,interviewer,interviewer_Org,country,community,sex,gear_handline,gear_spear,gear_traps,gear_gill_net,gear_mobile_net,gear_stationary_line,gear_other,other_gear,boat_status,boat_length_m,boat_material,boat_motorized,boat_power,comment,tech_smartphone,tech_maps,tech_socialmedia,tech_other,tech_no_tech,other_tech,fishtech_vhf,fishtech_fishfinder,fishtech_survcam,fishtech_catchapp,fishtech_vesseltrack,fishtech_gps,fishtech_other,fishtech_none,other_fishtech,text_vms,positive_tracking_tech_one,positive_tracking_tech_two,negative_tracking_tech_one,negative_tracking_tech_two,choice,package_nopackage,wtp_1,wtp_2,wtp_3,wtp_4,wtr_1,wtr_2,wtr_3,wtr_4,tracking_negative,tracking_positive,design_a,design_b,design_c,design_d,design_e,design_f,design_g,design_h,design_i,text_vms_adoption,target_species_one,target_species_two,target_species_three,fraction_personal,fraction_neighbor,fraction_local_trade,fraction_export,fraction_other,other_fraction,fishing_organization,fishing_org_type,other_type,fishing_org_role,other_role,fishing_org_members,access_target_species,other_access,restriction_gear,restriction_size,restriction_season,restriction_spacial,restriction_quota,restriction_other,restriction_none,other_restriction,enforcement_community_members,enforcement_village_leader,enforcement_village_gov,enforcement_provincial_gov,enforcement_national_gov,enforcement_none,enforcement_other,other_enforcement,enforcement_interval,other_interval,punishment_severity,mpa,fishery_problem_one,fishery_problem_two,fishery_problem_three,fishery_solution_one,fishery_solution_two,fishery_solution_three,rank_one,rank_two,rank_three,rank_four,catch_trends,opinion_a,opinion_b,opinion_c,opinion_d,opinion_e,opinion_f,opinion_g,opinion_h,opinion_i,trust_a,trust_b,trust_c,trust_d,trust_e,trust_f,trust_g,trust_h,trust_i,trust_j,trust_k,trust_l,satisfaction_a,satisfaction_b,satisfaction_c,age,years_fishing,education,other_education,income,income_fishing,income_expenses,photo,last_comments
2019-07-03T14:44:53.418+07,2019-07-03T14:54:36.617+07,D,3031,13,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,8,w,y,y,,1,1,0,0,0,,0,0,0,0,1,1,1,0,"GPS garmin 60, Echosounder",,Mengetahui posisi kapal,Mengetahin medan dasar laut,Tidak ada,Alatnya mahal,2,1,y,y,n,,,,,,Tidak ada,Menjaga keamanan nelayan yang melaut,0,0,1,1,1,0,0,0,0,,blue swimming crab,grouper,pufferfish,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Angin kencang ditengah laut,Hujan,Rampok di laut,Berdiam/ melempar jangkar,Tidak melaut sampai Weather membaik,Operasi penegak hukum,weather,iuu,pollution,corruption,decline_low,5,2,4,2,2,2,5,5,3,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,29,4,primary,,2000000,100,10,1562140430444.jpg,"Nelayan familiar dengan teknologi di atas kapal terutama pelacakan kapal, karena menjelajah sangat jauh dengan waktu melaut yg lama yaitu sekitar 15 hari"
2019-07-03T15:00:26.861+07,2019-07-03T15:14:23.013+07,D,3032,12,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,8,w,y,y,,1,1,0,0,0,,0,0,0,0,1,1,0,0,GPS garmin 10,,Tepat haluan,Lokasi tidak meleset,Tidak ada,Tidak ada,1,1,y,y,y,n,,,,,Tidak ada,Lebih aman bagi nelayan yang melaut berhari hari,0,0,1,1,1,0,0,0,0,"Mau, karena sangat penting untuk nelayan jelajah laut yg sangat jauh",blue swimming crab,grouper,triggerfish,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,once_month,,strong,n,Penangkap ikan yg menggunakan trawl,Perompak,Weather,Perketat penegakan hukum terhadap trawl,Patroli laut oleh penegak hukum,Lempar jangkar dan berdiam di tengah laut,iuu,weather,pollution,corruption,improve_low,3,2,5,3,2,4,5,5,3,5,5,3,4,4,4,4,4,4,4,4,4,3,3,3,37,20,primary,,8000000,100,10,1562141639298.jpg,Sangat memerlukan teknologi pelacakan karena wilayah tangkap yang sangat jauh
2019-07-04T10:23:16.981+07,2019-07-04T10:41:35.395+07,D,3033,1,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,own,8,w,y,y,,1,1,0,0,0,,0,0,0,0,1,1,0,0,GPS garmin 10,,Menandai posisi rajungan yang pernah didapat,Menandai posisi kapal dan karang,Tidak ada,Tidak ada,2,1,y,y,n,,,,,,Tidak ada,Lebig detail mengetahui lokasi dan membuat nelayan aman,0,0,1,1,1,0,0,0,0,"Mau, karena aktivitas melaut yg berhari hari sehingga butuh keselamatan dengan mengetahui posisi",blue swimming crab,grouper,red snapper,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Bajak laut,Weather,Nelayan pemakai trawl,Patroli petugas keamanan,Berjangkar d tengah laut,Menghindar dan cari tempat lain,iuu,weather,pollution,corruption,improve_low,5,2,4,2,2,4,4,5,3,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,48,35,primary,,20000000,100,40,1562211669403.jpg,Secara umum nelayan sangat butuh teknologi pelacakan karena ekstrimnya pekerjaan dan lamanya waktu melaut
2019-07-04T10:42:07.741+07,2019-07-04T11:05:14.215+07,D,3034,2,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Liftnet (Jaring angkat),own,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Tidak ada,Mengetahui posisi dan aman,0,1,1,0,0,0,0,0,0,"Tidak mau, karena area penangkapan saya sangat dekat pantai, jd tidak terlalu bermanfaat",blue swimming crab,shrimp,catfish,0,0,100,0,0,,y,cooperative,,partner,,30,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,once_month,,strong,n,Sampah,Limbah pabrik,Weather,Peraturan ketat mengenai sampah,Aturan ketat mengenai pembuangan limbah terutama di musim hujan,Tidak melaut,pollution,weather,iuu,corruption,no_change,4,2,4,2,2,2,5,5,3,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,39,25,primary,,3000000,100,10,1562213085273.jpg,"Tidak memerlukan teknologi pelacakan kapal karena area penangkapan sangat dekat pantai, sekitar 2 km"
2019-07-04T11:06:40.655+07,2019-07-04T11:27:27.019+07,D,3035,3,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Liftnet (Jaring angkat),own,8,w,y,y,,1,0,0,0,0,,1,1,0,0,1,1,0,0,Gps,,Mengetahui posisi kapal,Mengatur arah jaring,Tidak ada,Tidak ada,2,0,,,,,n,n,n,n,Tidak ada,Mengetahui posisi kapal dan amanq,0,1,1,1,0,0,0,0,0,,blue swimming crab,shrimp,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,few_year,,none,n,Sampah,Limbah pabrik,Weather,Aturan pembuangan sampah sembarangan diperketat,Aturan pembuangan limbah diperketat,Tidak melaut,pollution,weather,iuu,corruption,decline_low,4,4,4,2,2,2,5,5,3,5,4,3,4,4,3,4,3,3,4,4,3,3,3,3,32,22,primary,,3000000,100,10,1562214389573.jpg,"Nelayan pernah ikut kapal taiwan sehingga familiar terhadap teknologi pelacak kapal.. tetapi untuk kapal yg ia gunakam sekarang, ia merasa tidak membutuhkan teknologi tersebut"
2019-07-04T11:46:14.004+07,2019-07-04T12:07:37.223+07,D,3036,3,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,own,15,w,y,y,,1,1,0,0,0,,1,1,0,0,1,1,0,0,"GPS garmin 10, Solar panel",,Mengetahui posisi target,Mengetahui posisi kapal,Tidak ada,Tidak ada,2,1,y,y,n,,,,,,Tidak ada,Aman,0,0,1,1,1,0,0,1,0,"Mau, karena butuh keselamatan ketika melaut berhari2",blue swimming crab,grouper,,0,0,100,0,0,,y,other,Fisherman Association,partner,,100,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Bajak laut,Nelayan trawl,Weather,Perkuat patroli petugas keamanan,Ditegur di tengah laut,Berjangkar di tengah laut,iuu,weather,pollution,corruption,decline_high,4,2,4,2,2,3,5,5,4,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,39,22,primary,,20000000,100,40,1562216831398.jpg,Nelayan familiar dengan teknologi di atas kapal karena sering menggunakannya untuk melaut
2019-07-04T13:28:05.722+07,2019-07-04T13:35:22.065+07,D,3037,5,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,trap (Bubu),share_employee,15,w,y,y,,1,1,0,0,0,,1,1,0,0,1,1,0,0,GPS garmin,,Megetahui posisi kapal,Menandai posisi target,Tidak ada,Tidak ada,2,1,y,y,n,,,,,,Tidak ada,Aman untuk nelayan,0,0,1,1,1,0,0,0,0,"Mau, karena sangat membutuhkannya jika sedang melaut berhari hari",blue swimming crab,grouper,,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Bajak laut,Weather,Kapal trawl,Patroli petugas keamanan,Berdiam dengan berjangkar,Mengusir,weather,iuu,pollution,corruption,decline_low,4,2,4,2,2,4,5,5,3,5,4,3,4,4,3,4,3,3,4,4,3,3,3,3,40,21,primary,,8000000,100,15,1562222102273.jpg,Familiar dengan teknologi pelacakan
2019-07-04T13:37:54.229+07,2019-07-04T13:44:48.230+07,D,3038,6,RR,GFW,IND,MAK,M,0,0,0,0,1,0,1,pullnet (Jaring tarik),own,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,Tidak ada,Mengetahui posisi,0,0,1,0,0,0,0,0,0,"Tidak mau, karena beroperasi di dekat pantai",blue swimming crab,shrimp,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,never,,none,n,Sampah,Limbah pabrik,Weather,Aturan pembuangan sampah diperketat,Aturan pembuangan limbah diperketat,Tidak melaut,pollution,weather,iuu,corruption,decline_low,4,2,4,2,2,2,5,5,3,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,35,20,primary,,2000000,100,10,1562222661431.jpg,"Nelayan beroperasi sangat dekat pantai, tidak memerlukan teknologi pelacakan kapal"
2019-07-04T13:45:43.498+07,2019-07-04T13:52:45.971+07,D,3039,7,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,15,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Tidak ada,Tau posisi dan aman buat nelayan,0,1,1,0,1,0,0,0,0,"Tidak mau, karena operasi tangkap dekat dengan pantai",anchovy,indian mackerel,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Sampah,,Tidak melaut,Aturan pembuangan sampah diperketat,,weather,pollution,iuu,corruption,no_change,4,2,4,2,2,2,5,5,3,5,4,3,3,4,3,4,3,3,4,4,3,4,4,3,40,25,primary,,2000000,100,10,1562223142946.jpg,"Melaut dekat pantai, tidak memerlukan teknologi pelacakan"
2019-07-04T14:12:10.713+07,2019-07-04T14:21:54.045+07,D,3040,8,RR,GFW,IND,MAK,M,0,0,0,0,1,0,1,pullnet (Jaring tarik),own,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,Tidak ada,Tau posisi,0,0,1,0,0,0,0,0,0,"Tidak, karena wilayah penangkapan sangat dekat pantai",blue swimming crab,shrimp,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,strong,n,Hujan,Angin kencang,,Tidak melaut,Tidak melaut,,weather,pollution,iuu,corruption,decline_high,4,2,4,2,2,2,5,5,3,5,4,3,4,4,3,4,3,4,4,4,3,3,3,3,39,25,primary,,4000000,100,20,1562224891361.jpg,Mereka tidak memerlukan teknologi pelacakan karena tidak lama di laut
2019-07-04T14:30:55.515+07,2019-07-04T14:43:09.094+07,D,3041,9,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,15,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,Tidak,Mengetahui posisi dan aman bagi nelayan,0,1,1,1,1,0,0,0,0,,anchovy,,,0,0,100,0,0,,y,other,Fisherman Association,partner,,300,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Pendangkalan di muara dekat pelabuhan,Sampah,Weather,Pengerukan,Pelarangan pembuangan sampah sembarangan,Tidak melaut,weather,pollution,iuu,corruption,decline_high,4,2,5,2,2,2,5,5,4,5,4,4,4,4,3,4,3,3,4,4,3,3,3,3,40,25,primary,,2500000,100,20,1562226176018.jpg,
2019-07-04T14:44:49.923+07,2019-07-04T14:58:09.595+07,D,3042,10,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,own,12,w,y,y,,1,0,0,0,0,,1,1,0,0,1,1,0,0,GPS garmin 10,,Mengetahui posisi ikan,Mengetahui posisi kapal,Tidak ada,Tidak ada,2,1,y,y,n,,,,,,Tidak ada,Aman buat nelayan,0,1,1,1,1,0,0,0,0,"Mau, karena aman buat nelayan",anchovy,indian mackerel,narrow-barred spanish mackerel,0,0,100,0,0,,y,other,Fisherman Association,partner,,300,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Pendangkalan di muara,,Tidak melaut,Pengerukan,,weather,pollution,iuu,corruption,decline_low,4,2,5,4,2,2,5,5,4,5,4,3,4,4,3,4,3,4,4,4,3,3,3,3,33,20,secondary,,3000000,100,20,1562227083525.jpg,
2019-07-04T14:58:42.876+07,2019-07-04T15:14:28.649+07,D,3043,11,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,15,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,Tidak ada,Mengetahui posisi dan aman,0,1,1,0,1,0,0,0,0,,anchovy,indian mackerel,,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Pendangkalan muara,,Tidak melaut,Pengerukan,,weather,pollution,iuu,corruption,no_change,4,2,4,2,2,2,5,4,3,5,4,3,4,4,3,4,3,4,4,4,3,3,3,3,38,25,primary,,2000000,100,15,1562228063549.jpg,
2019-07-04T15:15:24.045+07,2019-07-05T10:20:51.903+07,D,3044,12,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,12,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,Tidak ada,Aman untuk nelayan,0,1,1,0,1,0,0,0,0,,anchovy,narrow-barred spanish mackerel,indian mackerel,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Sampah,,Tidak melaut,Aturan pelarangan pembuangan sampah ke laut,,weather,pollution,iuu,corruption,decline_low,4,2,5,2,2,2,5,5,3,5,4,3,4,4,3,5,4,3,4,4,3,3,3,3,38,20,primary,,2000000,100,10,1562228371777.jpg,
2019-07-04T15:59:44.640+07,2019-07-05T10:21:00.694+07,D,3045,13,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,1,0,Kompas,,,,,,2,1,y,n,,,,,,,Tidak ada,Mengetahui posisi kapal,0,0,1,1,1,0,0,0,0,,blue swimming crab,grouper,,0,0,100,0,0,,n,,,,,,no_restrictions,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Sampah,,Tidak melaut sampai Weather membaik,Aturan pelarangan pembuangan sampah ke laut,,weather,pollution,iuu,corruption,no_change,4,2,4,2,2,2,5,5,4,5,4,4,4,4,3,4,3,3,4,4,3,3,3,3,40,20,primary,,2000000,100,15,1562231390460.jpg,
2019-07-04T16:20:11.970+07,2019-07-05T12:55:33.260+07,D,3046,14,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Liftnet (Jaring angkat),own,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,Tidak ada,Aman untuk nelayan,0,0,1,0,1,0,0,0,0,"Tidak, karena wilayah tangkap dekat pantai",blue swimming crab,shrimp,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,never,,none,n,Weather,Sampah,,Tidak melaut,Perketat aturan buang sampah sembarangan,,weather,pollution,iuu,corruption,no_change,4,2,4,2,2,2,5,5,3,5,4,3,4,4,3,4,3,3,4,4,3,3,3,4,39,12,primary,,2000000,100,10,1562232406851.jpg,
2019-07-05T10:09:44.696+07,2019-07-05T10:28:10.438+07,D,3047,4,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,share_employee,7,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,y,,,,alatnya terlalu mahal,lokasi memancing bisa dilihat,0,0,1,0,0,0,0,0,0,tergantung bos saya,anchovy,indian mackerel,hairtail fish,0,0,100,,,,y,cooperative,,partner,,50,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,,few_year,,weak,y,Weather,sampah,,nunggu Weather mereda,,,weather,pollution,iuu,corruption,decline_low,4,1,4,4,3,1,4,4,1,5,4,4,3,3,3,3,3,4,2,2,2,3,3,1,43,20,primary,,1000000,100,0,,
2019-07-05T10:30:32.929+07,2019-07-05T10:41:17.102+07,D,3048,6,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,share_employee,9,w,y,y,,0,0,1,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,n,,,,,,,mudah rusak kayanya,bisa bantu kapten nangkap ikan,0,1,1,0,0,0,0,0,0,,anchovy,indian mackerel,,5,0,95,0,0,Eat on the boat,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,blom pernah ketemu,never,,weak,n,angin kenceng,,,pulang dulu kalau ada angin,,,weather,iuu,corruption,pollution,decline_low,3,3,2,4,3,2,4,4,1,5,3,3,4,4,3,3,3,3,4,4,4,3,4,4,29,10,primary,,1500000,100,0,,
2019-07-05T10:36:41.392+07,2019-07-05T10:49:42.368+07,D,3049,4,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Liftnet (Jaring angkat),share_employee,6,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,Tidak ada,"Aman bagi nelayan, mengetahui posisi kapal",0,0,1,0,1,0,0,0,0,"Mau, tetapi tidak bersedia mengeluarkan biaya",blue swimming crab,pomfret,stingray,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,once_year,,none,n,Angin kencang,Gelombang besar,Sampah,Tidak melaut,Tidak melaut,Aturan mengenai larangan membuang sampah ke laut,weather,pollution,iuu,corruption,no_change,4,4,4,2,2,2,5,4,3,5,5,3,4,4,3,4,3,3,4,4,3,3,3,3,55,40,primary,,2000000,100,40,1562298577466.jpg,Senang jika kapal dipasang alat pelacak tp tidak bersedia mengeluarkan biaya karena hasil ikan yg didapat sudah sangat sedikit
2019-07-05T10:50:07.581+07,2019-07-05T10:57:14.172+07,D,3050,14,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,share_employee,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,n,,,,,,,kena potong gaji,kapten buat bantu nyari ikan,0,0,1,0,0,0,0,0,0,,anchovy,,,,0,100,,,,y,cooperative,,partner,,20,permit_holders,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,few_year,,weak,n,angin musim barat,,,tidak melaut saat ada angin,,,weather,corruption,pollution,,decline_high,3,4,2,3,4,1,4,4,1,5,5,5,3,3,3,3,3,3,4,4,4,3,4,4,41,20,primary,,2000000,100,0,,
2019-07-05T10:54:35.292+07,2019-07-05T11:25:06.164+07,D,3051,4,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,Jaring udang,share_employee,7,w,y,y,,0,0,0,0,1,Tidak mengerti teknologi bahkan handphone,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Tidak ada,Mengetahui posisi,0,0,1,0,0,0,0,0,0,"Tidak mau, karena awam dengan teknologi dan mencari tangkapan dekat pantai",shrimp,blue swimming crab,,0,0,100,0,0,,y,cooperative,,partner,,400,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,none,n,Karang yang merusak jaring,Weather,Sampah,Mencari wilayah yg aman,Tidak melaut,Larangan buang sampah di laut,weather,pollution,iuu,corruption,no_change,4,4,4,2,2,2,5,5,3,5,4,4,4,4,4,4,3,3,4,4,3,3,3,3,65,50,primary,,1500000,100,30,1562300700817.jpg,Jarang menggunakan teknologi dalam khidupan sehari2 bahkan tidak menggunakan handphone
2019-07-05T10:59:12.079+07,2019-07-05T11:10:01.216+07,D,3052,8,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,share_employee,9,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,gampang rusak,panel surya,0,1,1,0,0,0,0,0,0,,anchovy,,,,,100,,,,n,,,,,,no_restrictions,,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,,never,,weak,y,limbah pabrik,sampah,Weather,ketegasan pemerintah untuk menertibkan,,,pollution,weather,,,no_change,4,1,3,3,2,1,4,4,1,5,5,4,3,3,3,3,3,3,4,4,4,3,4,4,30,15,primary,,700000,100,0,,
2019-07-05T11:07:22.358+07,2019-07-05T11:25:37.925+07,D,3053,6,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,Jaring udang,share_employee,7,w,y,y,,0,0,0,0,1,Tidak menggunakan teknologi apapun sehari hari,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,Tidak ada,Tahu lokasi,0,0,1,0,1,0,0,0,0,Mau jika diajarkan cara menggunakannya,shrimp,blue swimming crab,,0,0,100,0,0,,y,cooperative,,partner,,400,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,none,n,Hujan,Gelombang besar,Sampah,Tidak melaut,Tidak Melaut,Aturan ketat mengenai sampah,weather,pollution,iuu,corruption,decline_high,5,2,4,2,2,2,5,5,4,5,4,4,4,4,3,4,3,3,4,4,3,3,3,3,25,10,primary,,1500000,100,25,1562300733087.jpg,Ingin teknologi pelackan jika diajarkan cara menggunakannya
2019-07-05T11:17:58.842+07,2019-07-05T11:26:02.313+07,D,3054,2,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,Jaring udang,share_employee,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,Tidak ada,Tahu lokasi kapal,0,1,1,1,1,0,0,0,0,"Mau, tetapi tidak ingin membayar",shrimp,blue swimming crab,,,,,,,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,once_year,,none,n,Gelombang besar,Hujan,Sampah,Tidak melaut,Tidak melaut,Aturan soal sampah,weather,pollution,iuu,corruption,decline_high,5,2,4,2,2,2,5,5,3,5,4,3,3,4,3,4,3,3,4,4,3,3,3,3,20,5,primary,Tidak menyelesaikan SD,1500000,100,20,1562300757643.jpg,Menyukai teknologi pelacakan tp tidak bersedia membayar karena hasil tangkap sudah sangat sedikit
2019-07-05T11:18:45.078+07,2019-07-05T11:30:59.894+07,D,3055,5,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,own,11,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,y,,"belum pernah make, butuhnya sounder",penerapan peraturan,0,1,1,0,0,0,0,0,0,,anchovy,sardinella,indian mackerel,,0,100,,,,n,,,,,,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,,once_month,,weak,y,angin,gelombang,sampah,lihat Weather dulu,peraturan sampah ditegakkan,,weather,pollution,iuu,,no_change,3,4,5,1,4,1,4,5,1,5,5,5,2,2,3,3,3,3,2,2,4,3,4,1,45,20,secondary,,6000000,100,60,,
2019-07-05T11:28:29.225+07,2019-07-05T11:35:53.265+07,D,3056,15,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,Jaring udang,share_employee,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,Tidak ada,Tahu lokasi dan aman,0,1,1,1,1,0,0,0,0,"Mau, jika dibantu pembiayaan alat dan cara menggunakan",shrimp,blue swimming crab,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,once_year,,none,n,Angin kencang,Gelombang,Sampah,Tidak melaut,Tidak melaut,Aturan ketat soal sampah,weather,pollution,iuu,corruption,decline_low,5,2,4,4,2,2,5,4,3,5,4,3,3,4,3,4,3,3,4,4,3,3,3,3,36,25,primary,,1500000,100,20,1562301331111.jpg,Mau menggunakan alat jika dibantu
2019-07-05T12:43:47.162+07,2019-07-05T12:51:58.256+07,D,3057,16,WG,GFW,IND,MAK,M,0,0,0,1,0,0,0,,share_employee,10,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,mahal,hanya posisi kapal,0,0,1,0,0,0,0,0,0,posisi saja,anchovy,,,5,0,95,0,0,Eat on the boat,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,few_year,,weak,n,badai,limbah,,"kalo ada badai, ke pulau dulu",,,weather,pollution,iuu,,no_change,4,4,3,3,5,1,4,5,1,4,4,4,2,2,3,3,3,3,4,4,2,3,4,1,45,25,primary,,2500000,100,0,,
2019-07-05T12:53:02.931+07,2019-07-05T13:10:27.356+07,D,3059,12,WG,GFW,IND,MAK,M,0,0,1,0,0,0,0,,own,8,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,y,,,,tidak perlu,tahu posisi terakhir saya,0,0,1,0,0,0,0,0,0,,keong,blue swimming crab,milkfish,,,100,,,,n,,,,,,permit_holders,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,once_week,,weak,n,limbah,,,tertibkan pabrik2 yg memproduksi limbah,,,pollution,,,,decline_low,4,1,3,5,4,2,3,4,2,4,4,3,,2,3,3,3,3,2,2,2,3,2,2,64,50,no_formal,,2000000,100,50,,
2019-07-05T12:59:05.267+07,2019-07-05T13:06:56.488+07,D,3058,16,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,12,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,Tidak ada,aman dan mengetahui lokasi,0,0,1,1,1,0,0,0,0,"Mau, karena aman, tetapi sebenarnya tidak terlalu memerlukan karena wilayah tangkap dekat pantai",anchovy,indian mackerel,,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Angin kencang,Pendangkalan muara,,Tidak melaut,Pengerukan muara,,weather,pollution,iuu,corruption,decline_low,4,2,4,2,2,2,5,4,3,5,4,3,4,4,3,4,3,3,4,4,3,3,3,3,38,25,primary,,2500000,100,30,1562306759014.jpg,Suka dengan alat pelacak karena aman tetapi tidak terlalu memerlukan karena wilayah tangkap yg dekat pantai
